parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.5600555,-0.9759954,-1.7812225,-2.2950463,-1.4651645,-0.7109121,0.32648426,0.20983435,0.068199165,1.237341
1.1254969,-1.8383524,-2.6256132,-2.8235695,-1.1645188,0.47557953,0.7372426,-0.517819,-0.4945372,0.01144095
0.7455079,-0.71781445,-1.8965185,-2.1263828,-1.4913114,-0.32854402,0.35179538,-0.09057076,-0.4621156,0.3343614
1.1029252,-1.5413972,-2.2773414,-2.8850567,-2.0725694,-0.5162207,-0.19331887,-0.098334774,-0.32166195,0.42140952
0.74854803,-1.1727356,-1.9914027,-2.5815394,-1.761343,-0.5231815,0.4454881,-0.1351374,0.49509555,0.50677466
1.0287869,-1.6077949,-2.4856868,-2.1970074,-1.850239,-0.039102197,0.6544103,-0.29497492,-0.57404333,-0.00032216386
1.1044947,-1.1780452,-2.08209,-2.2380233,-1.1579262,0.24523485,1.0903559,0.12002751,-0.23031256,-0.04503455
0.6709793,-1.0501243,-1.9853824,-2.2991562,-1.604264,-0.2813398,-0.111171685,-0.50617987,-0.18729824,0.8729948
0.9675604,-1.0994493,-2.0986953,-2.1993306,-1.208744,0.065679826,0.71127206,0.18404207,-0.075339064,0.25604177
1.0020508,-1.8070453,-2.0419595,-2.0163953,-1.3148398,-0.012320864,0.69579697,-0.19778703,-0.3523093,-0.009523675
0.38776502,-1.3495479,-1.9263121,-2.2800362,-2.008983,-0.69117385,0.26372707,-0.4479169,0.3892144,0.39089537
0.41872662,-1.1536682,-2.5044386,-2.226985,-1.5427434,-0.6766551,0.104483284,-0.39497086,-0.32893616,0.41268066
1.3623084,-1.8118383,-2.2969143,-2.116096,-2.0949912,-0.38037014,0.41930538,-0.07987414,0.13192473,0.6371191
1.5427624,-1.3805114,-2.2584534,-2.4657223,-1.5164386,-0.2978054,0.37654626,0.35923088,0.3898533,0.32670712
0.6361535,-0.81943196,-1.7038087,-1.7797387,-1.480972,-0.3438118,0.5272302,0.08557325,0.18822764,0.43623927
0.8971968,-1.1179951,-2.2873232,-2.7716289,-2.084361,-0.39627728,0.24321106,0.17921677,0.02608529,0.6582199
1.3814454,-0.84833646,-1.7464846,-2.2637458,-1.436897,-0.49035946,0.3761965,-0.07256165,-0.24075617,0.4857813
0.6548001,-1.4482199,-2.7648447,-2.978418,-2.0369895,-0.36684987,0.69867766,-0.5189517,-0.8792782,0.49152425
0.67388356,-0.23214513,-1.2769141,-1.5006872,-1.3176419,-0.26553392,0.4627186,-0.013416119,-0.33029532,0.4573251
0.96774095,-1.163812,-2.5373778,-2.5912678,-1.344302,-0.0026472686,0.34253365,-0.09464352,-0.411769,0.5956185
0.5720866,-1.164099,-2.272327,-2.832028,-2.372306,-0.96399057,0.5850867,0.3032096,0.26356217,0.8329647
1.7209393,-0.99109817,-2.665767,-2.6679354,-1.2589538,-0.16853905,0.72761565,-0.38099876,-0.2731476,0.9197065
1.2092019,-1.7280861,-2.8998873,-2.738768,-1.989563,-0.37731358,0.65057933,0.072351865,-0.33362013,0.45635325
0.96626395,-1.0829281,-1.9447372,-2.5123074,-1.4386286,0.5552495,0.77784526,-0.108916685,-0.030003224,0.17685136
0.35631,-1.252864,-1.8543193,-2.4355001,-1.3025783,-0.65974146,0.08623093,0.1830882,-0.63800955,0.5553785
0.2781504,-0.7672176,-1.8967779,-1.9714786,-1.3723211,-0.5668332,0.20998594,0.015722288,-0.3126155,0.7605034
0.94338655,-1.0928078,-2.5660691,-2.71772,-1.8845674,-0.6461957,0.52970916,-0.08155217,-0.32183805,1.0072812
0.8995516,-1.1285262,-1.8106267,-2.324674,-1.798606,-0.7296389,0.22313619,-0.23485191,-0.113139994,0.22708452
0.51546055,-1.2058009,-1.6224834,-1.2417037,-1.1374754,-0.2087397,0.40275097,0.15174426,0.0055634584,0.4834624
0.5327958,-1.2025928,-1.8206615,-1.9237576,-1.0720012,0.10516228,0.45693806,-0.51339865,0.0025172452,0.25978363
0.96250296,-1.1003503,-2.3514552,-2.1754227,-1.0297093,-0.3150982,0.04088997,-0.35218194,0.0009669397,0.72241175
0.76335114,-1.1083193,-2.1394267,-2.3099163,-2.113782,-0.7598676,0.20981002,-0.042946424,-0.2356556,0.90546983
1.1140717,-1.4420835,-2.8888478,-3.6203313,-2.412693,-0.9609322,0.059917003,-0.6659696,-0.27065846,0.77944785
0.9161929,-1.595058,-2.036792,-2.260852,-1.5055687,-0.4386026,0.34236762,0.12772733,0.13518809,1.1442876
0.75581557,-1.6370424,-3.360184,-2.6706846,-2.0645304,-0.4651018,0.28441486,0.65509504,0.5643888,0.83035564
0.47412932,-1.1856945,-2.5938542,-2.1546428,-2.0482209,-0.31527317,-0.015295675,-0.122053,-0.413427,1.0255399
1.1534429,-0.6952591,-1.6665931,-2.360164,-1.3065501,0.02341756,1.1054842,-0.32901856,-0.34432936,0.5328512
1.1810241,-0.9486427,-2.208809,-2.2935631,-1.4025639,-0.20368887,0.22706933,-0.060963914,-0.24454963,0.5654564
0.59514815,-0.8283901,-1.7589774,-2.134936,-1.5395503,-0.17619339,0.1947117,-0.5915663,-0.41290852,0.18631594
1.2421566,-1.1898379,-2.306069,-2.0885708,-1.7273185,-0.38995355,0.54756016,-0.39059663,-0.096482515,0.5876614
1.0838311,-1.4748622,-1.5224128,-2.1645632,-0.7805165,-0.037344538,0.20008814,-0.34598625,-0.52423036,0.068856545
0.81367147,-1.1285305,-2.4162428,-2.9103835,-1.9376194,0.05053245,0.3470315,-0.09912349,-0.2785546,0.8051648
0.8283352,-0.70434546,-1.8264176,-2.2520456,-0.88378745,-0.47673732,0.3434915,0.00047460248,-0.08228814,0.34474766
0.9241977,-0.96808666,-1.6307113,-2.0268161,-1.7148607,-0.019595297,0.53870547,-0.19941583,-0.022911502,0.6300964
1.2459584,-1.5136268,-2.5016785,-2.1456409,-1.4932148,-0.049587138,0.59167343,-0.4940822,0.30348486,0.7418793
1.0858014,-0.676368,-2.1325214,-2.4688263,-1.7223461,-0.36832222,0.4667352,-0.22542697,-0.15912098,0.30610344
1.1484418,-1.6537907,-3.3017373,-3.0470507,-2.1691508,-0.4900969,0.6141976,0.21267574,-0.6355232,0.6365775
0.6727546,-0.7186914,-1.1365048,-1.767918,-1.2336565,-0.42122957,0.52100205,0.17950827,-0.049807157,0.703638
1.0800865,-1.3086171,-2.1958373,-2.4794736,-1.5740285,0.10171388,0.839773,0.43305767,0.15593557,-0.059165597
0.6460714,-0.6591644,-2.3728726,-3.3751614,-1.8568484,-1.3438021,0.28030348,-0.23285876,-1.0255836,0.34910077
0.62382746,-0.9557714,-1.5695257,-1.5532422,-1.1816969,-0.40218177,0.0030430078,-0.25501293,-0.46009114,0.5462417
0.8841225,-0.5729584,-1.4357237,-1.9596978,-1.5990112,-0.31477618,0.22118635,-0.2266241,-0.51268107,0.55422163
0.2796057,-1.0625,-1.676668,-2.01791,-1.4493183,-0.45699275,0.48190552,-0.1286139,-0.20594911,0.10399244
0.7011056,-1.1219032,-1.8172778,-2.0779512,-1.315583,-0.025722953,0.60651815,0.22465914,0.24109107,0.46710518
1.1496023,-1.4218093,-1.9636358,-1.8135034,-1.4245512,-0.6801201,0.072037406,0.026120696,-0.6776588,0.6078372
0.7614206,-0.54298663,-1.5223168,-1.9259591,-1.3298956,-0.75040257,0.17314301,-0.24026838,-0.45339957,-0.4157406
0.77888656,-0.9427108,-2.111922,-2.4289021,-1.6176013,-0.51201814,0.41782868,-0.16441385,-0.22658098,0.7361635
0.9623489,-1.615705,-2.5656009,-2.7416577,-1.549004,-0.11045075,0.30942023,-0.029216593,0.40325353,0.9739096
1.3197724,-0.9666788,-2.2449152,-2.1255858,-1.2655082,-0.41462177,-0.20469955,-1.0068207,-1.012454,0.78156954
0.7043542,-0.9768756,-1.7781647,-1.7339506,-1.4350617,-0.0750649,0.27872962,-0.10930113,-0.30204508,0.35946652
0.6613767,-1.2314762,-2.6414254,-2.6851392,-1.3985635,-0.30592388,0.2258185,-0.23160928,0.15249197,0.349272
0.15234615,-0.6613004,-1.775886,-2.6576674,-2.1779063,-0.55668247,0.26182753,-0.6584653,-0.77730435,0.52704084
0.97530836,-1.1301948,-1.6093361,-1.7394404,-1.1919532,-0.41498795,0.19408126,-0.019885678,-0.51032066,0.54263765
1.0733845,-0.8363514,-1.8490856,-2.0735378,-1.5584522,-0.46210542,0.690584,-0.07236209,-0.42565042,0.6015929
0.8895286,-1.6677623,-2.0978134,-2.4404776,-1.4103416,-0.1043529,0.3645977,-0.225295,-0.3153371,0.0636854
0.9382601,-1.6484233,-2.2101939,-2.1930192,-0.62447315,-0.5350569,0.26498032,0.33017474,-0.40990818,-0.0100413775
1.2464001,-1.255451,-1.6832298,-2.6541348,-1.7824609,-0.23878089,0.6274814,0.27763772,-0.017664377,0.5196513
1.4276032,-1.1466838,-2.8427713,-2.4714282,-1.488987,-0.08491535,0.53583837,-0.20733424,-0.32276618,0.7976088
1.5014516,-1.6421163,-2.2752714,-2.6609182,-1.7900683,-0.6587085,0.82176447,-0.5563657,-0.3939808,0.3242151
1.0208638,-1.1679933,-2.341618,-3.0263643,-2.1294806,-0.55567306,-0.09224014,-0.2663095,-0.12022538,0.33737773
0.85822135,-0.81458205,-2.2509398,-2.1653364,-1.0692723,0.026972117,0.4597012,0.03757607,0.06787826,0.16948006
0.5339484,-1.3973395,-2.204681,-2.1139371,-1.8991938,-0.42298698,0.53092915,0.0109241,0.10740651,0.61627865
1.5019525,-0.57793605,-1.2942381,-2.1044576,-1.186434,-0.746894,0.31854632,-0.33047107,-0.016565979,0.2905769
1.3951252,-1.1727936,-3.003722,-2.757956,-2.0054307,-0.2423914,0.26019263,0.3215702,-0.022000296,0.9516019
0.64020884,-0.83763963,-1.3385669,-1.6979727,-1.5481923,-0.1842156,0.29431456,-0.51312655,-0.41388917,0.07364476
1.4223546,-1.0613955,-2.1448724,-2.6562417,-1.3088278,-0.4789322,0.6410441,-0.17265444,-0.1629944,0.6809202
1.7719233,-1.8402921,-3.6474514,-3.0398064,-1.6079848,-0.53342694,0.4432721,-0.017968591,-0.052992556,0.54847544
1.2280546,-1.0383894,-1.9974939,-2.1181984,-1.4663956,0.26116666,0.5181653,-0.3761275,0.2579774,0.8081319
1.2592987,-0.6303404,-1.889607,-2.7669575,-1.61473,-0.44269246,0.22567461,0.049208265,0.057152767,0.8544476
0.8444336,-1.3866645,-3.1419504,-2.783586,-2.1008277,-0.8642193,0.5609417,-0.3593439,-0.58250403,0.74355334
0.586459,-0.63418436,-1.6351198,-1.7843899,-1.0739604,-0.8948591,0.5669432,-0.1951093,-0.5550786,0.4868555
0.86690235,-0.7965395,-1.9756281,-2.156637,-1.9052225,-0.57624006,0.54750943,0.033465616,0.36137038,0.9955298
0.9593931,-1.2006731,-2.352282,-2.3102994,-1.1884663,0.118106894,1.1614206,0.18182668,-0.30544683,0.2737757
0.8672652,-0.6059172,-2.2074625,-2.6546686,-2.154794,-0.5426731,0.3108083,-0.5414516,-0.15402246,1.0082554
0.7022769,-0.8188775,-2.4401734,-3.2294505,-2.1871264,-0.5925075,0.6379708,-0.20675877,-0.19090562,0.51908886
1.2426765,-1.8938649,-2.1238666,-2.4481795,-1.5874637,-0.16384354,0.7698217,0.29844785,-0.31612477,0.09962737
1.2886525,-0.6426258,-2.1101453,-2.2915869,-0.99862534,-0.3038632,0.30278122,0.14149861,-0.69064087,0.4423589
0.6034337,-1.8820474,-2.1445978,-1.9665226,-2.0692334,-0.59803563,0.30484462,-0.27771655,-0.4221853,0.36017522
0.7270847,-0.87531936,-1.4335741,-2.1207936,-1.1392854,-0.3575029,0.22686952,-0.06486051,-0.089938976,1.1128303
0.82295066,-1.0442264,-2.139166,-2.5683658,-1.0817688,-0.69356847,0.21088602,0.13417172,-0.44033858,0.48360825
1.8960537,-1.322406,-2.5284667,-3.1540565,-1.8885108,-0.077267796,1.0448358,-0.114836454,0.15239283,1.0161946
0.97163457,-1.0092602,-1.6831656,-2.2086833,-1.8158432,-0.5504033,0.36678615,-0.29291824,-0.3074749,0.7631573
1.0346267,-1.5811758,-2.3251157,-2.847828,-2.102701,-0.3272922,0.20978715,-0.15733258,-0.64013094,0.6890215
0.33289674,-1.300716,-2.4798713,-2.726116,-2.1026802,-0.7242062,0.94570535,-0.1443129,-0.37415454,0.7663655
0.95223975,-0.6946802,-1.8332194,-2.2154884,-1.802801,-0.4378009,0.043574303,-0.2157091,-0.3299483,0.7157299
0.91389763,-0.74444723,-1.6785537,-2.255081,-1.482266,-0.35442817,0.5512757,0.07054668,-0.17502852,0.98533005
0.8019263,-1.2369652,-2.2375572,-3.0845668,-1.760421,-0.5135525,0.016572477,-0.34578422,-0.43117425,-0.22751793
0.33810854,-1.0821893,-2.5758615,-2.277504,-1.4124829,-0.52195966,0.30229306,-0.07326627,-0.54295444,0.2738569
0.8827108,-0.6345436,-1.1698283,-1.4099656,-0.56444466,0.027389621,0.016931312,-0.21038936,0.20428541,0.31036142
1.1417426,-1.2537553,-2.555514,-2.995365,-2.708234,-0.35068247,0.4124209,-0.10032024,0.08516879,1.0834239
1.1082177,-1.4723111,-2.6805768,-2.969905,-1.9912204,-0.3318703,0.54364985,0.13323037,-0.1444742,0.31414342
0.9993243,-1.5221535,-1.8306257,-2.0547192,-1.7857423,0.3664248,0.42154354,0.011468337,0.11454561,0.29005605
1.4680446,-1.4952849,-2.7545748,-3.2163978,-2.257913,-0.5116863,0.5314654,-0.12863833,0.3394722,1.3950756
0.6594733,-0.8553436,-2.1199994,-1.9692976,-0.8712986,-0.2385142,0.29235023,-0.3108243,0.19394723,0.7506913
0.75279945,-1.3201236,-2.0145628,-2.5593474,-1.7414131,-0.23976637,0.95936304,-0.07427568,-0.02967624,0.6380299
0.32893142,-1.0551684,-1.441164,-1.5568084,-0.96513253,0.14761674,0.58624214,-0.16859645,-0.28967598,0.3754582
0.59051824,-1.2264458,-1.6653435,-1.6870306,-1.073312,0.037944138,0.1443,0.1389674,-0.39924005,0.20001094
0.67514783,-1.0232023,-2.8459172,-2.6921616,-2.5654535,-0.25588328,0.2930653,-0.57357347,-0.6660469,0.3112477
0.95767796,-0.4852116,-1.2987437,-1.7433661,-1.1401434,-0.21734655,0.17712538,0.25579086,-0.4197793,0.32719776
0.7887373,-1.3483628,-2.2350512,-2.5002995,-1.512294,-0.30616334,0.82496727,-0.0028337166,-0.52425057,0.62348145
0.90515333,-1.0724218,-2.1926029,-2.228858,-1.7458434,-0.5039013,0.7088071,-0.027842695,-0.1619433,0.04403177
1.5166345,-1.4132769,-2.0762732,-2.2062862,-1.5411212,-0.3283864,0.36776912,0.014556833,0.06506608,0.68024474
0.4592716,-1.5001371,-2.0729153,-2.251565,-1.523582,-0.3919074,0.6484103,-0.12365168,-0.17043619,0.26036388
0.6488551,-1.0362614,-2.0476649,-1.9967494,-1.3406969,-0.2823653,-0.24252889,-0.25937453,0.22163081,0.6625531
0.84729886,-0.68131423,-1.7276739,-2.514655,-1.3461086,-0.14622623,0.6569641,0.00013231908,-0.45008752,1.0998223
1.4012778,-1.2363012,-1.966423,-2.555526,-1.3973064,-0.23937309,0.3711766,-0.14292021,-0.458265,0.5055219
1.0130738,-1.0811713,-2.5501077,-2.8917449,-1.8497033,-0.76369935,0.35176635,-0.06124681,-0.12319185,0.21920183
0.49625644,-1.1698751,-1.4752841,-1.9758264,-1.0420315,0.077761516,0.1100487,-0.012711716,-0.3324094,0.4820754
1.1562201,-1.0709574,-2.2191305,-2.8073437,-1.5494454,-0.35418668,0.33291212,0.11415776,0.103279404,0.67054826
1.0030341,-1.0016024,-1.7542387,-2.0199554,-1.5285832,-0.2553391,0.14021549,-0.29232928,-0.09300579,0.6118987
1.0459923,-0.49469253,-1.7628081,-2.1911159,-1.2536,-0.26971734,0.19542406,-0.5776518,-0.3223964,0.60986674
0.35037208,-0.7353642,-2.4290018,-2.3756561,-1.9992118,-0.72480685,0.49792925,-0.04123363,-0.33006117,0.69311005
0.7573017,-1.0951626,-1.7852153,-2.4315224,-1.5342537,-0.70249766,-0.16648841,-0.46077287,-0.26448092,0.24777748
1.2601435,-1.1011351,-2.5241504,-3.0522354,-2.1343846,-0.3715789,0.3500198,-0.7858221,-0.14168662,1.3691605
0.025142115,-1.3694215,-2.5883856,-2.6152322,-2.0572426,-0.6582814,0.51452583,-0.21676527,-0.3115944,0.74830717
1.3306016,-0.6487693,-1.583841,-2.0363083,-1.1296687,-0.49459103,0.30506387,-0.52292246,-0.5937905,0.33557656
0.78809506,-0.72164774,-1.6947472,-2.0092957,-1.0732147,-0.28570852,0.49557808,0.29954815,-0.18760131,0.6495827
1.1584237,-0.38497686,-1.5324647,-2.3883271,-1.1341318,0.29273364,0.07551959,-0.36237514,-0.70352066,0.17939226
0.5525552,-0.7931568,-1.6382651,-2.0504043,-1.3779707,-0.42638862,0.052651666,-0.17059055,-0.35004142,0.35666066
0.748009,-0.28293097,-1.1596568,-1.6172625,-0.94784784,0.039784264,0.27672055,-0.12946546,-0.08242421,-0.04754903
0.5239138,-1.1523226,-2.4371839,-2.2919564,-1.4500425,0.19882707,0.56554013,-0.09230218,-0.123400375,0.66246253
0.9479608,-0.91508424,-2.217787,-2.2366207,-1.9592315,-0.5114829,0.47043756,-0.436097,-0.6789466,0.4301509
1.5029895,-1.3379332,-3.133719,-3.4515834,-2.2367089,-0.33668503,0.85198265,-0.3910537,-0.6586383,0.8602133
1.1603456,-0.9923365,-1.9583417,-2.1541202,-1.4467326,-0.12565103,0.5513929,0.061970927,0.31406012,0.60268176
1.2516179,-0.7291419,-1.7410105,-2.273529,-1.0584127,-0.26145342,0.29097882,-0.30971822,-0.059647568,0.4347079
1.3191102,-0.7628395,-1.8995602,-2.4484088,-1.3596711,-0.1121851,0.30651703,-0.08969012,-0.8683846,0.3833564
1.5830876,-1.1532199,-1.964606,-2.2506833,-1.8471379,-0.45017567,0.94196814,0.47437608,0.24163611,1.0141242
0.40225247,-0.9868197,-2.0202408,-1.9188284,-1.3162223,-0.47271162,0.39767024,-0.20135058,0.45469174,0.7904972
0.10557889,-0.978397,-1.8249074,-1.8377714,-1.2594415,-0.20851125,0.31488544,-0.23206012,-0.73343974,-0.02803202
1.5753155,-0.60902596,-1.4989659,-1.6012908,-1.006571,-0.36823028,0.21301985,0.16068366,-0.045718886,0.4865404
1.1604241,-0.8319305,-2.2564602,-2.5906868,-1.6726853,-0.81997854,0.5457533,0.43529457,0.27299127,0.4323127
0.70689875,-0.6868622,-1.882737,-2.1357765,-1.539023,-0.42023322,0.36424378,-0.32536697,-0.4605153,0.64338523
0.9966294,-1.3922095,-2.494853,-2.8195045,-1.6507798,-0.33092374,0.21498235,0.07710482,0.022449082,-0.014254823
1.0514816,-0.70945746,-1.324318,-1.7466615,-1.6272118,-0.5431585,0.47109616,-0.3730663,-0.62373227,-0.1471097
0.9296278,-1.6528043,-3.0511172,-2.5488977,-2.052516,-0.16248168,0.8833037,0.35437554,-0.2622087,0.62086
1.4168221,-1.3686415,-2.626444,-2.784293,-1.9209112,-0.55423903,0.11827076,-0.56562567,-0.57486916,-0.020708038
1.1448092,-0.747564,-1.5032046,-1.6939929,-1.1722603,-0.12474446,0.41427678,-0.64204913,-0.24846187,0.78342634
1.5779203,-1.1214675,-2.2643945,-2.6453319,-1.8035092,-0.41077974,0.71345663,-0.19619377,-0.83948606,0.15664797
1.0209908,-1.2746844,-2.3275175,-2.4617856,-1.598301,-0.34217486,0.7590709,-0.16242906,-0.23103558,0.7742624
0.95154786,-1.011733,-2.9117563,-3.1831858,-2.3385463,-0.44438842,-0.27457076,-0.44921127,-0.17670627,0.67877007
0.39817,-0.770303,-1.6028147,-2.3765607,-1.946906,0.061605472,-0.021009691,-0.57995695,-0.54968613,-0.0068565337
0.6561102,-1.2195125,-2.8744245,-2.5268693,-1.9753146,-0.81677544,-0.18879934,0.16150391,-0.039600905,0.031020671
0.7367266,-0.8628333,-2.113892,-2.5694609,-0.88240767,-0.08234332,0.66888785,-0.26588646,-0.2527341,0.5789931
1.0536393,-1.4484172,-2.3048306,-2.9784162,-1.6027913,-0.6782626,0.6519497,-0.64186656,-0.14969715,0.7431185
1.3072147,-0.9410018,-2.4345284,-2.2697363,-1.6690981,-0.48449695,-0.12784186,-0.16156237,-0.43590096,1.0524876
0.58332753,-0.9834277,-1.5329288,-1.9458305,-1.1059211,-0.19503817,0.647968,-0.046038825,0.1582635,0.26214728
0.61570495,-1.4539567,-1.5452437,-2.2459993,-1.7470813,-0.62417674,0.09038938,0.052791923,-0.17225169,0.5140493
0.7474781,-0.64642006,-2.5556462,-2.265756,-1.5160536,0.06497623,0.48786148,-0.5067014,-0.48127604,-0.2727094
2.2884963,-1.4506809,-3.0275753,-3.3412032,-2.1397915,-0.86368746,0.7898569,0.09186375,-0.118388355,1.2436213
0.89456296,-0.6821133,-1.7470539,-2.5265927,-1.8939372,-0.66947037,0.46973678,0.30530345,-0.5805927,0.5489001
1.411095,-0.86389333,-2.1227813,-3.0928578,-2.0150187,-0.6173354,1.1160463,0.14464505,-0.021887312,0.51053303
0.76352453,-1.1202806,-2.3624063,-2.9138389,-2.1378071,-0.35209948,0.58721876,-0.19584617,0.43921995,0.6053585
0.90192896,-1.7215563,-3.6818683,-3.3788097,-2.1151338,-0.29406136,0.6401654,0.20857269,0.07078075,0.91677177
0.55633694,-1.0212089,-1.6244988,-1.8160101,-1.1719706,0.0064017684,0.51721126,-0.014315105,-0.34493026,0.4440171
1.0872079,-0.80703884,-1.6833918,-1.6541977,-1.5197196,-0.15985833,0.4780422,-0.20839821,-0.0026911537,0.7126845
0.5662883,-1.1168238,-2.03162,-2.4907546,-1.4716562,-0.10659372,0.49978447,-0.012300926,0.28227118,0.65614927
0.8290453,-0.91240466,-2.0057607,-2.2187343,-1.2968107,-0.15159728,0.63345224,0.33392856,-0.033940334,0.44892645
1.3610965,-1.0657156,-1.7635145,-2.0730636,-1.8119321,-0.3543604,0.28962925,-0.4774018,-0.33987015,0.22339113
0.25893378,-0.7998193,-1.8175051,-2.2997687,-2.3386579,-0.803937,0.04959146,-0.07245368,-0.05836014,0.29719383
1.5162569,-1.2615564,-2.7583218,-2.2313921,-1.028875,-0.107607745,-0.023318008,0.07586121,0.024512965,-0.060894273
0.9305085,-1.8850099,-2.4657044,-2.7159252,-1.4726045,-0.3512516,0.87305814,-0.16303249,0.36401668,0.35147327
0.6110217,-1.122112,-2.6942282,-2.973223,-1.98654,-0.7277875,1.34808315e-05,-0.2258382,-0.46130684,-0.049005523
0.64968014,-1.5639031,-2.1055126,-2.6211886,-1.5415972,-0.472758,0.64395905,-0.01567753,-0.5455827,0.2417986
0.46225974,-1.5104913,-2.5113811,-2.4490788,-1.8340586,-0.7664593,0.16591012,-0.19704954,0.111264154,0.4861661
0.87657154,-0.8724639,-2.083395,-1.744897,-1.1515391,-0.03414743,0.6719893,0.041185543,-0.3776604,0.19397613
0.6824591,-1.7690246,-2.6906211,-3.1941707,-1.8611349,-0.5577419,0.2357614,-0.022267556,0.071462266,0.5153375
1.2802371,-1.4299933,-2.625882,-3.1823146,-1.8210723,-0.3467646,0.7881403,0.49526587,0.41742864,0.81742525
1.106609,-0.7038717,-1.651621,-2.4098656,-1.3279678,-0.017567191,0.8599804,0.061654672,-0.30680123,0.4334314
1.1279896,-0.8142391,-1.756907,-2.4179828,-1.8538287,-0.7776614,-0.10611199,0.18094672,0.08291579,0.92728037
1.1193161,-0.73416996,-1.762272,-2.4024448,-1.5768956,-0.14830455,0.41338554,0.17261176,-0.07187306,1.1848352
0.75442374,-1.0580089,-1.7088434,-2.1015372,-1.2900947,-0.13171194,0.24709821,-0.26659712,-0.3130879,0.41876388
0.5980704,-0.88302296,-1.6625987,-1.4290746,-1.2145171,0.054318517,0.054193582,-0.16104668,-0.42418256,0.26340747
1.2075332,-1.3769718,-2.7891731,-3.0515056,-2.1161447,-0.53789973,0.11849644,-0.86053926,-0.7430962,0.62533027
1.1944172,-1.243368,-2.540841,-2.7596047,-1.606802,-0.43071258,0.2695732,0.05276809,0.036625985,0.7948718
1.7103531,-1.9514645,-2.350231,-2.850645,-1.6577772,-0.19769618,0.6200605,0.12176201,-0.2602572,0.7646475
0.96329874,-0.7901566,-1.2794527,-1.9381498,-1.2623531,-0.30929506,0.24242182,-0.24758147,-0.03808832,0.22644454
1.2746259,-1.0846771,-1.4640005,-2.0134897,-1.2727009,-0.35651317,0.33506045,-0.08765276,0.20132694,0.8661255
1.1096073,-0.93026924,-1.5557134,-1.6949115,-1.0656703,-0.37460867,0.447272,-0.012118738,-0.21274567,0.39455464
1.5923675,-1.771301,-3.1669562,-2.850636,-1.997962,-0.38778797,0.6472079,-0.07033923,-0.1008988,0.8577274
0.5068894,-0.6737506,-2.123815,-1.9007695,-1.5414723,-0.53611714,0.25437832,0.2073809,-0.29237407,0.53489417
0.9525593,-0.99487996,-2.1631124,-1.8913381,-1.8141227,-0.14074355,0.6940345,0.117875576,-0.1936865,0.32740968
1.4268914,-1.2350338,-2.8754692,-2.971595,-1.9008505,-0.07755358,0.67127293,0.10786091,0.47847417,0.5848054
0.8635165,-0.4358266,-1.5665373,-1.7504326,-1.2530041,-0.6268354,0.45343477,0.035113756,-0.024130197,0.3573692
1.0962493,-1.6975021,-2.527023,-2.383544,-1.097131,0.42681402,0.25813457,0.006701419,0.06351094,0.4217935
0.8029178,-0.9595871,-1.8466059,-2.1143425,-1.5297793,0.01741511,0.6649672,0.11289913,0.07595657,0.30330652
0.34562603,-1.5301671,-2.4700081,-2.614978,-1.4099623,-0.76169646,0.010250334,-0.4204671,-0.36484313,0.17649798
1.439493,-1.4705878,-2.4897594,-2.7931077,-1.8149883,-0.42037648,0.30937785,-0.46709484,-0.48837444,1.1722721
0.61220676,-0.98788315,-1.9249098,-2.1421032,-1.9316169,-0.83018434,0.6346157,-0.6960247,-0.42588708,1.0861167
1.2295167,-1.0003244,-2.2436907,-2.6680179,-1.6457585,-0.3371658,0.6087684,0.2046468,0.013626407,0.9268272
0.49461317,-0.77309227,-1.7566344,-1.961553,-1.6886253,-0.6339601,0.2808434,-0.17743981,-0.20770986,0.6016138
1.2915242,-1.3782047,-2.218245,-2.7110653,-1.7577136,-0.5231401,0.25528935,-0.32903028,-0.5780859,0.5137178
0.6718891,-1.0520704,-1.9179953,-1.9836711,-1.5763115,-0.10755401,0.5011618,0.14420141,-0.3320166,0.48279572
1.3624675,-1.3589551,-2.5752535,-3.4760303,-2.3631637,-0.82800657,0.3721976,0.44405544,-0.1699603,0.75045735
0.18522424,-1.0643618,-1.7613087,-2.0673094,-1.2834914,-0.4345893,0.93009603,-0.44024566,-0.5208747,0.15213722
0.8790705,-0.75848633,-1.8400403,-1.7810104,-1.2864548,-0.27818564,0.28779563,0.01949397,-0.4875737,0.40690124
0.6496409,-1.166581,-2.396741,-2.68048,-1.9472725,-0.9830377,0.39395973,0.13906604,0.26843613,0.7889975
0.43364605,-1.4863596,-2.2077959,-2.9618707,-1.5839016,0.11450142,0.4360901,-0.3591244,0.06740002,0.14444242
0.65756756,-0.6167083,-1.395493,-1.5743004,-1.0184243,-0.24331631,0.30358833,-0.3048198,-0.11788274,0.43538544
0.6371335,-1.2937814,-1.7674145,-2.2639012,-0.9852277,-0.2299315,0.48379818,-0.076937824,-0.022323476,0.1823548
1.15834,-1.0600001,-2.2099237,-2.349476,-1.7191576,-0.46769735,0.7296107,-0.3838419,-0.19726557,0.39239627
1.2986288,-1.2695119,-1.5451715,-2.3011959,-1.572529,-0.85326445,0.734066,0.341216,-0.22468945,0.33169708
0.59883684,-1.3244427,-1.7634032,-1.3305001,-1.0646367,-0.6091912,0.8031281,-0.11883708,0.032130703,0.757977
